,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD
192364,152,71,76,42,1,2.8,1,62.02318,2011,1
192365,345,89,4,30,1,2.8,2,66.2763052,2011,1
192366,345,89,4,30,1,3.0,1,58.7031491,2011,1
192367,255,21,0,41,1,3.0,2,55.6962809,2011,1
192368,255,21,52,63,1,2.7,1,48.955549,2011,0
192369,345,89,34,69,1,2.7,2,47.9173237,2011,0
192448,345,89,34,69,1,2.8,1,63.2670578,2011,1
192449,20,46,17,47,1,2.8,2,73.2250688,2011,1
192450,20,46,17,47,1,3.0,1,71.1489156,2011,1
192451,255,30,0,41,1,3.0,2,53.6223583,2011,1
192452,345,89,75,38,1,2.7,1,56.7343575,2011,0
192453,345,89,86,27,1,2.7,2,69.2830246,2011,0
192532,345,89,86,27,1,2.8,1,26.2473821,2011,1
192533,152,89,76,42,1,2.8,2,49.5937706,2011,1
192534,255,30,52,63,1,3.0,1,38.0892768,2011,1
192535,345,89,95,73,1,3.0,2,50.1503557,2011,1
192536,345,89,95,73,1,2.7,1,33.0609771,2011,0
192537,345,89,100,8,1,2.7,2,48.0276593,2011,0
192614,345,89,100,8,1,2.8,1,48.3998561,2011,1
192615,345,89,104,19,1,2.8,2,46.3898745,2011,1
192616,345,89,104,19,1,3.0,1,66.2670857,2011,1
192617,345,89,107,21,1,3.0,2,49.6483436,2011,1
192618,345,89,107,21,1,2.7,1,58.9614415,2011,0
192697,345,93,4,30,1,2.8,1,70.1454862,2011,1
192698,345,93,4,30,1,2.8,2,79.7489957,2011,1
192699,255,32,0,41,1,3.0,1,65.2304962,2011,1
192700,255,32,52,63,1,3.0,2,55.4003674,2011,1
192701,345,93,34,69,1,2.7,1,51.9380303,2011,0
192702,345,93,34,69,1,2.7,2,41.6622469,2011,0
192781,152,99,76,42,1,2.8,1,54.0361911,2011,1
192782,152,99,76,42,1,2.8,2,48.5393369,2011,1
192783,345,93,75,38,1,3.0,1,53.2061462,2011,1
192784,345,93,75,38,1,3.0,2,59.3250136,2011,1
192785,345,93,86,27,1,2.7,1,53.7252589,2011,0
192786,345,93,86,27,1,2.7,2,49.8883458,2011,0
192865,345,93,92,70,1,2.8,1,64.3075136,2011,1
192866,255,33,52,63,1,2.8,2,65.9332536,2011,1
192867,345,93,95,73,1,3.0,1,60.7816815,2011,1
192868,345,93,95,73,1,3.0,2,57.7748133,2011,1
192869,345,93,100,8,1,2.7,1,59.649775,2011,0
192870,345,93,100,8,1,2.7,2,56.2861749,2011,0
192949,345,93,104,19,1,2.8,1,62.02318,2011,1
192950,345,93,104,19,1,2.8,2,77.9949273,2011,1
192951,345,93,107,21,1,3.0,1,77.5810945,2011,1
192952,345,93,107,21,1,3.0,2,66.8981697,2011,1
192953,20,46,45,28,1,2.7,1,62.1260806,2011,0
192954,109,64,72,35,1,2.7,2,80.8988949,2011,0
193033,20,46,45,28,1,2.8,1,37.3062211,2011,1
193034,345,99,4,30,1,2.8,2,35.6317074,2011,1
193035,345,99,4,30,1,3.0,1,52.0489607,2011,1
193036,255,60,0,41,1,3.0,2,49.5937706,2011,1
193037,255,60,52,63,1,2.7,1,44.6787805,2011,0
193038,345,99,34,69,1,2.7,2,50.9334113,2011,0
193116,345,99,34,69,1,2.8,1,60.0957271,2011,1
193117,226,93,63,59,1,2.8,2,61.4013155,2011,1
193118,226,119,79,29,1,3.0,1,47.7619319,2011,1
193119,226,93,63,59,1,3.0,2,52.2160998,2011,1
193120,300,61,74,29,1,2.7,1,57.4592713,2011,0
193121,152,120,76,42,1,2.7,2,57.4158509,2011,0
193198,152,120,76,42,1,2.8,2,57.1898265,2011,1
193199,300,61,80,29,1,3.0,1,72.0136077,2011,1
193200,345,99,75,38,1,3.0,2,74.1144451,2011,1
193201,345,99,75,38,1,2.7,1,52.0033097,2011,0
193202,345,99,86,27,1,2.7,2,65.6110201,2011,0
193281,345,99,86,27,1,2.8,1,68.0227898,2011,1
193282,345,99,92,70,1,2.8,2,50.70932,2011,1
193283,345,99,92,70,1,3.0,1,50.9334113,2011,1
193284,345,99,95,73,1,3.0,2,39.4287688,2011,1
193285,345,99,95,73,1,2.7,1,62.2139625,2011,0
193286,345,99,100,8,1,2.7,2,50.4852287,2011,0
193365,345,99,100,8,1,2.8,1,59.1193612,2011,1
193366,345,99,104,19,1,2.8,2,47.9173237,2011,1
193367,345,99,107,21,1,3.0,1,54.0361911,2011,1
193368,345,99,107,21,1,3.0,2,53.4143266,2011,1
193369,345,104,4,30,1,2.7,1,48.1255041,2011,0
193370,345,104,4,30,1,2.7,2,51.7542368,2011,0
193451,255,62,0,41,1,2.8,1,66.7940795,2011,1
193452,255,62,0,41,1,2.8,2,59.6456114,2011,1
193453,255,62,52,63,1,3.0,1,61.0984131,2011,1
193454,345,104,34,69,1,3.0,2,62.4380538,2011,1
193533,153,50,76,42,1,2.8,1,60.5467351,2011,1
193534,153,50,76,42,1,2.8,2,58.2414348,2011,1
193535,341,122,7,0,1,3.0,1,60.6624239,2011,1
193536,345,104,75,38,1,3.0,2,61.0268882,2011,1
193617,345,104,75,38,1,2.8,1,48.9216453,2011,1
193618,345,104,86,27,1,2.8,2,31.3864634,2011,1
193619,345,104,86,27,1,3.0,1,60.8743217,2011,1
193620,345,104,92,70,1,3.0,2,37.5303125,2011,1
193701,345,104,92,70,1,2.8,1,50.4074584,2011,1
193702,345,104,95,73,1,2.8,2,59.3250136,2011,1
193703,345,104,95,73,1,3.0,1,58.1864157,2011,1
193704,345,104,100,8,1,3.0,2,60.4661395,2011,1
193785,345,104,100,8,1,2.8,1,59.7412257,2011,1
193786,345,104,104,19,1,2.8,2,61.8197581,2011,1
193787,345,104,107,21,1,3.0,1,64.0400018,2011,1
193788,345,104,107,21,1,3.0,2,63.2716675,2011,1
193869,220,99,76,42,1,2.8,1,72.8090054,2011,1
193870,20,53,17,47,1,2.8,2,71.4622271,2011,1
193871,20,53,17,47,1,3.0,1,67.7282146,2011,1
193872,345,110,4,30,1,3.0,2,69.3859252,2011,1
193951,345,110,4,30,1,2.8,1,42.1080503,2011,1
193952,255,64,0,41,1,2.8,2,21.780426,2011,1
193953,255,64,0,41,1,3.0,1,42.6670146,2011,1
193954,153,70,76,42,1,3.0,2,36.1882925,2011,1
193955,153,70,76,42,1,3.6,1,55.289437,2011,1
193956,345,110,34,69,1,3.6,2,38.4241498,2011,1
194034,345,110,34,69,1,2.8,1,60.8601952,2011,1
194035,255,64,52,63,1,2.8,2,64.4327192,2011,1
194036,255,64,52,63,1,3.0,1,68.0208567,2011,1
194037,345,110,75,38,1,3.0,2,63.610258,2011,1
194038,345,110,75,38,1,3.6,1,65.1952542,2011,1
194039,345,110,86,27,1,3.6,2,63.8281039,2011,1
194116,345,110,92,70,1,2.8,1,45.0136535,2011,1
194117,345,110,92,70,1,2.8,2,59.5323018,2011,1
194118,345,110,95,73,1,3.0,1,57.8577881,2011,1
194119,345,110,95,73,1,3.0,2,46.8014769,2011,1
194120,345,110,100,8,1,3.6,1,76.73499,2011,1
194121,345,110,100,8,1,3.6,2,51.044193,2011,1
194198,345,110,104,19,1,2.8,1,48.2284047,2011,1
194199,345,110,107,21,1,2.8,2,44.4943922,2011,1
194200,345,110,107,21,1,3.0,1,54.3472721,2011,1
194201,256,20,52,63,1,3.0,2,44.8053245,2011,1
194202,74,71,65,65,1,3.6,1,63.5781388,2011,1
194203,345,115,4,30,1,3.6,2,57.1481904,2011,1
194282,345,115,4,30,1,2.8,1,59.0735615,2011,1
194283,153,71,76,42,1,2.8,2,64.245803,2011,1
194284,153,71,76,42,1,3.0,1,72.9233559,2011,1
194285,345,115,34,69,1,3.0,2,60.8914223,2011,1
194286,345,115,34,69,1,3.6,1,68.3319377,2011,1
194287,256,21,0,41,1,3.6,2,60.5529805,2011,1
194366,93,99,73,35,1,2.8,1,57.2580799,2011,1
194367,74,71,76,42,1,2.8,2,52.9524636,2011,1
194368,256,21,52,63,1,3.0,1,56.8921285,2011,1
194369,275,57,75,38,1,3.0,2,55.4012596,2011,1
194370,74,71,76,42,1,3.6,1,64.2709333,2011,1
194371,345,115,75,38,1,3.6,2,61.6573774,2011,1
194450,345,115,75,38,1,3.0,1,84.8882258,2011,1
194451,345,115,86,27,1,3.0,2,68.5819028,2011,1
194452,345,115,86,27,1,3.6,1,77.1807934,2011,1
194453,345,115,92,70,1,3.6,2,64.6713831,2011,1
194528,345,115,92,70,1,3.0,1,49.1612015,2011,1
194529,345,115,95,73,1,3.0,2,56.9401587,2011,1
194530,345,115,95,73,1,3.6,1,62.4371616,2011,1
194531,345,115,100,8,1,3.6,2,54.5553038,2011,1
194612,345,115,100,8,1,3.0,1,66.0522139,2011,1
194613,345,115,104,19,1,3.0,2,65.1146586,2011,1
194614,256,30,0,41,1,3.6,1,63.6832698,2011,1
194615,345,115,107,21,1,3.6,2,62.6474238,2011,1
194696,345,115,107,21,1,3.0,1,72.0840916,2011,1
194697,256,30,52,63,1,3.0,2,68.8691918,2011,1
194698,153,89,76,42,1,3.6,1,68.1420474,2011,1
194699,153,89,76,42,1,3.6,2,63.2670578,2011,1
194780,345,120,4,30,1,3.0,1,49.1457366,2011,1
194781,345,120,4,30,1,3.0,2,49.1457366,2011,1
194782,345,120,34,69,1,3.6,1,55.84855,2011,1
194783,345,120,34,69,1,3.6,2,44.6787805,2011,1
194864,354,119,93,60,1,3.0,1,53.7984194,2011,1
194865,256,32,0,41,1,3.0,2,53.0598252,2011,1
194866,256,32,52,63,1,3.6,1,61.9660791,2011,1
194867,196,39,52,63,1,3.6,2,62.7778339,2011,1
194947,345,120,75,38,1,3.0,1,45.2786374,2011,1
194948,345,120,75,38,1,3.0,2,43.1864246,2011,1
194949,345,120,86,27,1,3.6,1,56.1376233,2011,1
194950,345,120,86,27,1,3.6,2,60.712982,2011,1
195031,345,120,92,70,1,3.0,1,43.3367606,2011,1
195032,345,120,92,70,1,3.0,2,55.5135283,2011,1
195033,345,120,95,73,1,3.6,1,55.7352404,2011,1
195034,345,120,100,8,1,3.6,2,53.3909807,2011,1
195111,345,120,100,8,1,3.0,1,53.4143266,2011,1
195112,345,120,104,19,1,3.0,2,50.6132596,2011,1
195113,345,120,107,21,1,3.6,1,58.6002485,2011,1
195114,345,120,107,21,1,3.6,2,58.6002485,2011,1
195195,153,99,76,42,1,3.0,1,65.830353,2011,1
195196,153,99,76,42,1,3.0,2,59.9699267,2011,1
195197,256,33,52,63,1,3.6,1,64.2411933,2011,1
195198,56,18,0,41,1,3.6,2,68.5879996,2011,1
195276,56,18,0,41,1,3.0,1,39.0938958,2011,1
195277,256,60,0,41,1,3.0,2,58.0818794,2011,1
195278,256,60,52,63,1,3.6,1,59.1974288,2011,1
195279,249,101,82,40,1,3.6,2,51.379066,2011,1
195360,153,120,76,42,1,3.0,1,51.3815939,2011,1
195361,153,120,76,42,1,3.0,2,54.5964937,2011,1
195362,346,48,75,38,1,3.6,1,73.1725776,2011,1
195363,346,48,75,38,1,3.6,2,61.1931351,2011,1
195444,346,48,77,34,1,3.0,1,38.1674931,2011,1
195445,346,48,77,34,1,3.0,2,47.6544216,2011,1
195446,346,48,86,27,1,3.6,1,40.9615712,2011,1
195447,346,48,86,27,1,3.6,2,48.6902677,2011,1
195527,204,61,76,42,1,3.0,1,36.8604177,2011,1
195528,124,56,37,11,1,3.0,2,31.6105547,2011,1
195529,124,56,37,11,1,3.6,1,35.5183978,2011,1
195602,238,99,22,44,1,3.0,1,48.8502692,2011,1
195603,124,56,42,27,1,3.0,2,62.4371616,2011,1
195604,256,62,0,41,1,3.6,1,71.8760599,2011,1
195605,256,62,0,41,1,3.6,2,73.0170371,2011,1
195685,124,56,42,27,1,3.0,1,57.0659591,2011,1
195686,226,96,63,59,1,3.0,2,57.8433641,2011,1
195687,256,62,52,63,1,3.6,1,61.7807986,2011,1
195688,256,62,52,63,1,3.6,2,69.2054031,2011,1
195768,226,96,63,59,1,3.0,1,44.6787805,2011,1
195769,300,64,74,29,1,3.0,2,55.84855,2011,1
195770,56,30,0,41,1,3.6,1,40.2094452,2011,1
195851,56,30,0,41,1,3.0,1,52.3899304,2011,1
195852,154,50,76,42,1,3.0,2,49.2047707,2011,1
195853,154,50,76,42,1,3.6,1,63.2579871,2011,1
195854,350,110,66,77,1,3.6,2,61.1635438,2011,1
195936,346,50,74,29,1,3.6,1,43.0630034,2011,1
195937,346,50,74,29,1,3.6,2,44.4966227,2011,1
196020,346,50,75,38,1,3.6,1,57.7702036,2011,1
196021,346,50,75,38,1,3.6,2,66.0681248,2011,1
196104,346,50,77,34,1,3.6,1,59.9492574,2011,1
196105,346,50,77,34,1,3.6,2,59.9492574,2011,1
196188,346,50,86,27,1,3.6,1,47.5469113,2011,1
196189,346,50,86,27,1,3.6,2,46.6254158,2011,1
196271,226,96,69,20,1,3.6,1,56.9639507,2011,1
196272,56,33,0,41,1,3.6,2,69.2516489,2011,1
196355,226,96,69,20,1,3.6,1,66.4660467,2011,1
196356,195,40,16,22,1,3.6,2,55.3899584,2011,1
196433,195,40,16,22,0,3.6,2,38.4211758,2012,0
196436,256,64,0,41,1,3.6,1,55.5545696,2011,1
196437,256,64,0,41,1,3.6,2,51.370144,2011,1
196516,249,101,82,40,0,3.6,1,48.2284047,2012,0
196517,226,96,76,42,0,3.6,2,50.510359,2012,0
196520,256,64,52,63,1,3.6,1,61.6071167,2011,1
196521,256,64,52,63,1,3.6,2,61.2960357,2011,1
196600,154,70,76,42,0,3.6,1,42.3266397,2012,0
196601,154,70,76,42,0,3.6,2,39.5484725,2012,0
196604,124,56,84,27,1,3.6,1,37.680351,2011,1
196605,337,110,79,29,1,3.6,2,45.9165616,2011,1
196684,346,51,74,29,0,3.6,1,76.261677,2012,0
196685,346,51,74,29,0,3.6,2,60.7564024,2012,0
196688,346,51,75,38,1,3.6,1,64.9934679,2011,1
196689,346,51,75,38,1,3.6,2,76.373797,2011,1
196768,346,51,77,34,0,3.6,1,52.4971433,2012,0
196769,346,51,77,34,0,3.6,2,62.5488355,2012,0
196772,346,51,86,27,1,3.6,1,51.379066,2011,1
196773,346,51,86,27,1,3.6,2,55.84855,2011,1
196852,56,40,0,41,0,3.6,1,54.3197625,2012,0
196853,257,20,0,41,0,3.6,2,52.9478539,2012,0
196856,257,20,52,63,1,3.6,1,65.9537743,2011,1
196857,176,103,73,35,1,3.6,2,59.5468744,2011,1
196937,154,80,76,42,0,3.6,1,48.6878885,2012,0
196938,154,80,76,42,0,3.6,2,46.8655667,2012,0
196939,74,82,65,65,1,3.6,1,50.4532581,2011,1
196940,257,21,0,41,1,3.6,2,39.4479511,2011,1
197021,74,82,75,38,0,3.6,1,55.1771683,2012,0
197022,257,21,52,63,0,3.6,2,59.9492574,2012,0
197023,74,82,75,38,1,3.6,1,66.8981697,2011,1
197024,74,82,76,42,1,3.6,2,64.9271476,2011,1
197105,74,82,76,42,0,3.6,1,46.9135969,2012,0
197106,56,43,0,41,0,3.6,2,48.0682545,2012,0
197107,56,43,0,41,1,3.6,1,38.4784254,2011,1
197108,346,54,75,38,1,3.6,2,40.3808966,2011,1
197189,346,54,75,38,0,3.6,1,64.2709333,2012,0
197190,346,54,77,34,0,3.6,2,59.9904473,2012,0
197191,346,54,77,34,1,3.6,1,61.6871174,2011,1
197192,346,54,86,27,1,3.6,2,61.6413177,2011,1
197270,346,54,86,27,0,3.6,1,64.7823135,2012,0
197271,257,30,0,41,0,3.6,2,61.4332861,2012,0
197272,257,30,52,63,1,3.6,1,61.4332861,2011,1
197273,154,99,76,42,1,3.6,2,65.9002422,2011,1
197354,154,99,76,42,0,3.6,1,57.4934724,2012,0
197355,257,32,0,41,0,3.6,2,56.5972559,2012,0
197356,257,32,52,63,1,3.6,1,57.7611329,2011,1
197357,346,55,74,29,1,3.6,2,54.0751506,2011,1
197431,346,55,74,29,0,3.6,2,48.0202243,2012,0
197434,346,55,75,38,1,3.6,1,66.2465651,2011,1
197435,346,55,75,38,1,3.6,2,52.9981145,2011,1
197512,346,55,77,34,0,3.6,1,51.2351241,2012,0
197513,346,55,77,34,0,3.6,2,47.1901794,2012,0
197516,346,55,86,27,1,3.6,1,59.0140814,2011,1
197517,346,55,86,27,1,3.6,2,56.7343575,2011,1
197593,257,33,0,41,0,3.6,1,45.2488974,2012,0
197594,257,33,52,63,0,3.6,2,37.53403,2012,0
197597,154,103,76,42,1,3.6,1,52.7169223,2011,1
197598,154,103,76,42,1,3.6,2,41.5150336,2011,1
197674,196,20,55,63,0,3.6,1,45.3266676,2012,0
197675,70,64,13,23,0,3.6,2,52.2755799,2012,0
197678,346,57,74,29,1,3.6,1,60.7793023,2011,1
197679,346,57,74,29,1,3.6,2,64.5018648,2011,1
197754,346,57,75,38,0,3.6,1,51.379066,2012,0
197755,346,57,75,38,0,3.6,2,61.4332861,2012,0
197758,346,57,77,34,1,3.6,1,58.0818794,2011,1
197759,346,57,77,34,1,3.6,2,56.9639507,2011,1
197836,346,57,86,27,0,3.6,1,57.7977132,2012,0
197837,346,57,86,27,0,3.6,2,57.4821712,2012,0
197840,257,60,0,41,1,3.6,1,61.4264459,2011,1
197841,257,60,0,41,1,3.6,2,54.8593958,2011,1
197918,154,120,76,42,0,3.6,1,70.7350828,2012,0
197919,154,120,76,42,0,3.6,2,66.0681248,2012,0
197924,257,60,52,63,1,3.6,1,52.5842817,2011,1
197925,257,60,52,63,1,3.6,2,64.2000033,2011,1
198002,346,58,74,29,0,3.6,1,50.3023273,2012,0
198003,346,58,74,29,0,3.6,2,54.9691366,2012,0
198008,346,58,75,38,1,3.6,1,66.1710254,2011,1
198009,346,58,75,38,1,3.6,2,56.9401587,2011,1
198086,346,58,77,34,0,3.6,1,41.9837368,2012,0
198087,346,58,77,34,0,3.6,2,45.3037678,2012,0
198092,346,58,86,27,1,3.6,1,37.2138783,2011,1
198093,346,58,86,27,1,3.6,2,44.3549113,2011,1
198170,257,62,0,41,0,3.6,1,64.9774083,2012,0
198171,257,62,0,41,0,3.6,2,59.6543847,2012,0
198176,257,62,52,63,1,3.6,1,57.8867846,2011,1
198177,257,62,52,63,1,3.6,2,62.3457109,2011,1
198253,124,57,81,32,0,3.6,1,69.2516489,2012,0
198254,354,106,65,65,0,3.6,2,55.84855,2012,0
198259,226,99,63,59,1,3.6,1,58.0818794,2011,1
198260,354,106,65,65,1,3.6,2,74.8365336,2011,1
198337,226,99,63,59,0,3.6,1,58.0513958,2012,0
198338,350,96,25,48,0,3.6,2,57.1939901,2012,0
198343,336,64,80,29,1,3.6,1,66.1527352,2011,1
198344,346,60,74,29,1,3.6,2,57.8731042,2011,1
198417,346,60,74,29,0,3.6,1,63.4752382,2012,0
198418,346,60,75,38,0,3.6,2,65.9629937,2012,0
198425,346,60,75,38,1,3.6,1,65.6520614,2011,1
198426,346,60,77,34,1,3.6,2,65.5491608,2011,1
198497,346,60,77,34,0,3.6,1,56.9401587,2012,0
198498,346,60,86,27,0,3.6,2,54.1414709,2012,0
198505,346,60,86,27,1,3.6,1,67.1039709,2011,1
198506,257,64,0,41,1,3.6,2,70.0079384,2011,1
198579,257,64,0,41,0,3.6,1,57.9782353,2012,0
198580,257,64,52,63,0,3.6,2,53.2839165,2012,0
198587,257,64,52,63,1,3.6,1,67.1017404,2011,1
198588,226,99,69,20,1,3.6,2,64.1977728,2011,1
198661,74,89,65,65,0,3.6,1,52.4971433,2012,0
198668,176,110,73,35,1,3.6,1,55.84855,2011,1
198669,258,27,52,63,1,3.6,2,52.4971433,2011,1
198742,346,61,74,29,0,3.6,1,64.6162153,2012,0
198743,346,61,74,29,0,3.6,2,54.1414709,2012,0
198750,346,61,75,38,1,3.6,1,61.6071167,2011,1
198751,346,61,75,38,1,3.6,2,53.1032456,2011,1
198824,346,61,77,34,0,3.6,1,51.129547,2012,0
198825,346,61,77,34,0,3.6,2,54.8177597,2012,0
198832,346,61,86,27,1,3.6,1,51.2296222,2011,1
198833,346,61,86,27,1,3.6,2,45.9763391,2011,1
198910,258,31,52,63,0,3.6,1,58.6408437,2012,0
198911,196,45,38,13,0,3.6,2,61.5440678,2012,0
198914,276,83,107,21,1,3.6,1,59.9804844,2011,1
198915,276,83,107,21,1,3.6,2,78.968468,2011,1
198994,258,56,52,63,0,3.6,1,52.6871823,2012,0
198995,346,63,74,29,0,3.6,2,56.7343575,2012,0
198998,346,63,74,29,1,3.6,1,70.5270511,2011,1
198999,346,63,75,38,1,3.6,2,65.3409805,2011,1
199073,346,63,75,38,0,3.6,1,62.5488355,2012,0
199074,346,63,77,34,0,3.6,2,60.3153574,2012,0
199077,346,63,77,34,1,3.6,1,53.6125441,2011,1
199078,346,63,86,27,1,3.6,2,62.5488355,2011,1
199157,346,63,86,27,0,3.6,1,52.37625,2012,0
199158,316,91,22,44,0,3.6,2,56.4211948,2012,0
199161,258,60,52,63,1,3.6,1,56.6292264,2011,1
199162,258,60,52,63,1,3.6,2,58.8082802,2011,1
199241,346,64,74,29,0,3.6,1,74.6392083,2012,0
199242,346,64,74,29,0,3.6,2,87.2976162,2012,0
199245,346,64,75,38,1,3.6,1,72.8561434,2011,1
199246,346,64,75,38,1,3.6,2,74.1367501,2011,1
199322,346,64,77,34,0,3.6,1,54.6709926,2012,0
199323,346,64,77,34,0,3.6,2,51.6320052,2012,0
199325,346,64,86,27,1,3.6,1,56.1249838,2011,1
199326,346,64,86,27,1,3.6,2,53.7261511,2011,1
199395,258,62,52,63,0,3.6,1,65.4545875,2012,0
199396,346,68,74,29,0,3.6,2,70.3670496,2012,0
199404,346,68,74,29,1,3.6,1,74.388351,2011,1
199405,346,68,75,38,1,3.6,2,66.9048612,2011,1
199478,346,68,75,38,0,3.6,1,44.4943922,2012,0
199479,346,68,77,34,0,3.6,2,42.5233701,2012,0
199488,346,68,77,34,1,3.6,1,53.9332905,2011,1
199489,346,68,86,27,1,3.6,2,53.6223583,2011,1
199560,346,68,86,27,0,3.6,1,63.6667641,2012,0
199561,27,89,75,38,0,3.6,2,60.3153574,2012,0
199570,258,64,52,63,1,3.6,1,64.7823135,2011,1
199571,258,64,52,63,1,3.6,2,56.9639507,2011,1
199644,197,58,17,47,0,3.6,1,70.5093557,2012,0
199645,124,58,81,32,0,3.6,2,74.5553414,2012,0
199654,259,27,52,63,1,3.6,1,69.7958918,2011,1
199655,204,99,74,29,1,3.6,2,75.2876902,2011,1
199728,346,70,74,29,0,3.6,1,93.6912817,2012,0
199729,346,70,74,29,0,3.6,2,89.3473008,2012,0
199738,346,70,75,38,1,3.6,1,81.8376397,2011,1
199739,346,70,75,38,1,3.6,2,65.6020981,2011,1
199812,346,70,77,34,0,3.6,1,50.2603939,2012,0
199813,346,70,77,34,0,3.6,2,56.5896722,2012,0
199822,346,70,86,27,1,3.6,1,50.3337031,2011,1
199823,346,70,86,27,1,3.6,2,56.4695223,2011,1
199893,276,72,91,67,0,3.6,1,63.3318911,2012,0
199894,322,132,18,64,0,3.6,2,55.7352404,2012,0
199898,259,31,52,63,1,3.6,1,59.1974288,2011,1
199899,322,132,18,64,1,3.6,2,67.4638255,2011,1
199976,226,103,28,40,0,3.6,1,46.9845269,2012,0
199977,226,103,28,40,0,3.6,2,48.6422375,2012,0
199982,74,99,75,38,1,3.6,1,57.8731042,2011,1
199983,300,89,74,29,1,3.6,2,53.6223583,2011,1
200047,259,56,52,63,0,3.6,1,62.5488355,2012,0
200048,74,99,75,38,0,3.6,2,69.2516489,2012,0
200051,300,89,76,42,1,3.6,1,56.9639507,2011,1
200052,336,70,86,27,1,3.6,2,49.1457366,2011,1
200129,354,110,68,18,0,3.6,1,68.8034662,2012,0
200130,74,99,76,42,0,3.6,2,60.7610121,2012,0
200135,346,71,74,29,1,3.6,1,65.9002422,2011,1
200136,346,71,74,29,1,3.6,2,65.5653692,2011,1
200213,346,71,75,38,0,3.6,1,50.8212913,2012,0
200214,346,71,75,38,0,3.6,2,52.895214,2012,0
200219,346,71,77,34,1,3.6,1,60.3632389,2011,1
200220,346,71,77,34,1,3.6,2,56.5263259,2011,1
200297,346,71,86,27,0,3.6,1,50.2937027,2012,0
200298,346,71,86,27,0,3.6,2,48.6153228,2012,0
200303,251,101,7,33,1,3.6,1,50.4827008,2011,1
200304,29,120,75,38,1,3.6,2,45.5651828,2011,1
200383,196,15,54,63,0,3.6,1,62.9970181,2012,0
200384,196,15,54,63,1,3.6,1,72.0440912,2011,1
200385,259,60,52,63,1,3.6,2,55.84855,2011,1
200466,259,60,52,63,0,3.6,1,47.8144231,2012,0
200467,196,15,55,63,0,3.6,2,46.4654143,2012,0
200468,346,72,74,29,1,3.6,1,60.3632389,2011,1
200469,346,72,74,29,1,3.6,2,63.3699584,2011,1
200548,346,72,75,38,0,3.6,1,56.9639507,2012,0
200549,346,72,75,38,0,3.6,2,62.5488355,2012,0
200550,346,72,77,34,1,3.6,1,67.0181708,2011,1
200551,346,72,77,34,1,3.6,2,58.0818794,2011,1
200632,346,72,86,27,0,3.6,1,66.3458969,2012,0
200633,346,72,86,27,0,3.6,2,69.8106132,2012,0
200634,276,87,104,19,1,3.6,1,75.39297,2011,1
200635,276,87,104,19,1,3.6,2,71.0369443,2011,1
200716,259,62,52,63,0,3.6,1,51.8593679,2012,0
200717,276,87,107,21,0,3.6,2,62.02318,2012,0
200718,276,87,107,21,1,3.6,1,64.824247,2011,1
200719,346,75,74,29,1,3.6,2,60.6741712,2011,1
200800,346,75,74,29,0,3.6,1,74.0567494,2012,0
200801,346,75,75,38,0,3.6,2,72.3871428,2012,0
200802,346,75,75,38,1,3.6,1,76.9489696,2011,1
200803,346,75,77,34,1,3.6,2,75.2105148,2011,1
200884,346,75,77,34,0,3.6,1,53.4143266,2012,0
200885,346,75,86,27,0,3.6,2,43.353415,2012,0
200886,346,75,86,27,1,3.6,1,58.9111808,2011,1
200887,195,13,2,56,1,3.6,2,66.4821063,2011,1
200966,259,64,52,63,0,3.6,1,61.4332861,2012,0
200967,259,64,52,63,0,3.6,2,50.2636653,2012,0
200968,260,27,52,63,1,3.6,1,52.4971433,2011,1
200969,124,60,37,11,1,3.6,2,50.2636653,2011,1
201050,124,60,37,11,0,3.6,1,59.5323018,2012,0
201051,346,76,74,29,0,3.6,2,61.0984131,2012,0
201052,346,76,75,38,1,3.6,1,66.0110239,2011,1
201053,346,76,75,38,1,3.6,2,62.4380538,2011,1
201134,346,76,77,34,0,3.6,1,76.646662,2012,0
201135,346,76,77,34,0,3.6,2,76.8801214,2012,0
201136,346,76,86,27,1,3.6,1,79.6923409,2011,1
201137,346,76,86,27,1,3.6,2,85.1167781,2011,1
201218,260,31,52,63,0,3.6,1,28.3146132,2012,0
201219,155,50,76,42,0,3.6,2,27.6926,2012,0
201220,155,50,76,42,1,3.6,1,23.6476552,2011,1
201221,260,46,52,63,1,3.6,2,27.0707355,2011,1
201302,346,77,74,29,0,3.6,1,26.0326589,2012,0
201303,346,77,74,29,0,3.6,2,31.0104004,2012,0
201304,346,77,75,38,1,3.6,1,32.5675896,2011,1
201305,346,77,75,38,1,3.6,2,27.7955006,2011,1
201384,346,77,77,34,0,3.6,1,52.2733494,2012,0
201385,346,77,77,34,0,3.6,2,40.8656595,2012,0
201388,346,77,86,27,1,3.6,1,64.2000033,2011,1
201389,346,77,86,27,1,3.6,2,60.8822029,2011,1
201466,155,80,76,42,0,3.6,1,54.7304727,2012,0
201467,155,80,76,42,0,3.6,2,51.379066,2012,0
201470,260,56,52,63,1,3.6,1,59.1974288,2011,1
201471,74,110,65,65,1,3.6,2,49.1457366,2011,1
201550,346,78,74,29,0,3.6,1,61.0984131,2012,0
201551,346,78,74,29,0,3.6,2,63.1077998,2012,0
201554,204,115,74,29,1,3.6,1,54.3955997,2011,1
201555,346,78,75,38,1,3.6,2,50.8201017,2011,1
